Taxon_ID,Clean_Scientific_Name,Display_Common_Name,Family,Genus,Kingdom_Group,Public_Display_Group,Friendly_Evidence_Level,Friendly_Evidence_Label,Public_Evidence_Status,Occurrence_Evidence_Score_0_5,Public_Confidence,Beginner_Role_Sentence,Public_Function_Summary,Trophic_Mode,Guild,Growth_Form,Interaction_State,Interaction_Summary,Source_Layers_Present,MyCoPortal_Records,GBIF_BBox_Records,GBIF_Preserved_Specimens,GBIF_Human_Observations,iNaturalist_Checklist_Listed,USDA_Refined_Records,Interaction_Rows,Primary_URL,iNaturalist_Checklist_URL,Citation_Note
taxon-1337,Pestalotiopsis microspora,,Pestalotiopsidaceae,Pestalotiopsis,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1338,Pestalotiopsis stictica,,Pestalotiopsidaceae,Pestalotiopsis,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1339,Pestalozziella yuccae,,,Pestalozziella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1340,Peyronellaea obtusa,,Didymellaceae,Peyronellaea,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,16,,,Central Texas interactions
taxon-1341,Peziza proteana,,Pezizaceae,Peziza,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1342,Phloeospora adusta,,Mycosphaerellaceae,Phloeospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,10,,,Central Texas interactions
taxon-1343,Phloeospora multimaculans,,Mycosphaerellaceae,Phloeospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,14,,,Central Texas interactions
taxon-1344,Phloeospora pteleae,,Mycosphaerellaceae,Phloeospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1345,Phoma,,,Phoma,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1346,Phoma euphorbiicola,,Didymellaceae,Phoma,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1347,Phyllachora,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1348,Phyllachora aristidae,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1349,Phyllachora cynodontis,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,3,,,Central Texas interactions
taxon-1350,Phyllachora eleusines,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,5,,,Central Texas interactions
taxon-1351,Phyllachora lespedezae,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1352,Phyllachora paspalicola,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1353,Phyllachora setariicola,,Phyllachoraceae,Phyllachora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1354,Phyllosticta,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1355,Phyllosticta aesculi,,Botryosphaeriaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1356,Phyllosticta congesta,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1357,Phyllosticta euonymi,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1358,Phyllosticta helvola,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1359,Phyllosticta lagerstroemiae,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,6,,,Central Texas interactions
taxon-1360,Phyllosticta malkoffii,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1361,Phyllosticta orontii,,Botryosphaeriaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1362,Phyllosticta ovalifolii,,Phyllostictaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1363,Phyllosticta parkinsoniae,,Botryosphaeriaceae,Phyllosticta,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,3,,,Central Texas interactions
